integration/lossless-all-remote-branches-20260903	history-only	95aac01589f15451c8e676c5ce9180391e31c8eb
archive/pr-595-emotion-bubbles-premerge-20260903	ancestor	7b018b1cf04dfc43368b754fb49c4b4873206ead
archive/pr-596-platform-preflight-premerge-20260903	ancestor	df17f4e4b97044116511e9db2711850882a80b6f
archive/pr-598-service-worker-check-premerge-20260903	ancestor	cdc83a6e6ea7f27c86c8dab79b72271d43d0fe04
archive/pr-599-full-head-premerge-20260903	ancestor	cd2e9cf3933ee2b0d3945360e768240537c20539
archive/pr-599-main-core-repair-premerge-20260903	ancestor	cd2e9cf3933ee2b0d3945360e768240537c20539
archive/pr-603-full-head-premerge-20260903	ancestor	8d17da8aa8506584452721598603008ff6689c30
archive/pr-604-soak-harness-premerge-20260903	ancestor	ee866cfd144ca112f6f1b5270af273602d868015
archive/pr-605-marketplace-wiring-premerge-20260903	ancestor	ae8919d9632c66731f66e7b6dba327986c0fcc2e
archive/pr-606-marketplace-hardening-premerge-20260903	ancestor	7ad88ff0e628972b6945a098c925d2b5b867e283
archive/pr-607-marketplace-regressions-premerge-20260903	ancestor	8d17da8aa8506584452721598603008ff6689c30
automation/final-lossless-merge-sweep-20260903	ancestor	fc01a4d9fc3b4c9bb71652f0b47960c15e26a59f
automation/finalize-all-preserved-merges-v2-20260903	ancestor	5f7bbf913f01e0f7a46a5947a8a114454c06764b
automation/finalize-marketplace-pr-merge-20260903	ancestor	56de02eb1aa239d80392d78f300086463b8a0958
automation/finalize-marketplace-wiring-20260903	ancestor	5f6649e56956d8ffbef06444b138be44db8102d0
automation/finalize-marketplace-wiring-v2-20260903	ancestor	cafbe6ef10af963096230cf37bbd596e9230b3b3
automation/finalize-preserved-work-20260903	ancestor	2a19e3e82472dbf01bfa64f407ff458c0f06c5ef
automation/finalize-salvage-pr-599-603-20260903	ancestor	ebf0a6e5e47463a02af9691c12c0bbbfa7b46dbc
automation/lossless-all-remote-branches-20260903	history-only	610ad1ff3495ffd861bfd50ca19de2a64a811e92
automation/merge-all-unmerged-20260903-driver-v10	history-only	6a0f7731d1a840a1bde85a3ddb405fa4e282f0ac
automation/merge-safe-known-prs-20260903	ancestor	f87d421d7ebbee42b2c3ffa4085ac8422fbea3a5
automation/preserve-open-work-runner-20260903	ancestor	e9e7388a9ef93c3174358849ef964c460e8c732a
automation/salvage-conflicted-prs-599-603-20260903	ancestor	de6cca7c97b9534eba3caca16026e261dd5d990a
brushfix/soak-harness	active	f7b0d9a89615e9292a1afedcc2d2b42b45839726
ci/quiet-wall-clock-budget-pass	active	f8a4428885d3153e594cb8c0abe057c155220eeb
ci/tracked-git-hooks-in-worktrees	active	ba50daa8bc6e6ce708033b3eb9f16b9267f79d15
claude/chatgpt-share-analysis-75d1d0	active	86407f619637d386e511913d990da5c5fe806625
claude/filter-ui-ux-enhancement-0ec697	active	c7ef25c623907f340aa947460dfa648f48f42d01
claude/line-drawing-realtime-transform-c944b5	ancestor	7b16d92953d6060afd1cbaec445c6b903ea8c182
codex/studio-autonomous-upgrade-foundation	ancestor	125ab665908465b45c6bb54d3d52ecb45d6807ce
codex/studio-multilingual-emotion-bubbles	ancestor	7b018b1cf04dfc43368b754fb49c4b4873206ead
codex/studio-platform-preflight-safe-slicing	ancestor	df17f4e4b97044116511e9db2711850882a80b6f
codex/studio-vivid-watercolor-edge	ancestor	02d608b18fc082ea1e786fde4f411ec5f5fa186a
feat/shaper-production-workspace-20260903	history-only-gate-0-2-0	795e1e02d0396684be10e85c4cb66be32867731b
feat/shaper-quality-workshop-20260903	history-only-gate-0-2-0	d3da098e31862e195c6acf380a7a3888012c0e9e
feat/shaper-surface-paint-20260903	active	1d371e86feb7d14c1b4b60ce8875ab27ca1f0c28
fix/marketplace-brush-publish-hardening-main-20260903	ancestor	7ad88ff0e628972b6945a098c925d2b5b867e283
fix/marketplace-brush-publish-storage-20260903	ancestor	6fbf2c1f2fa6f8815df8aa327b689688b590053a
fix/marketplace-postmerge-browser-regressions-20260903	ancestor	8d17da8aa8506584452721598603008ff6689c30
fix/marketplace-wire-authoring-surfaces-20260903	ancestor	029204d27b171268828d2fc911d9ca3e4b52c0c4
fix/studio-service-worker-warm-cache-check-20260903	ancestor	cdc83a6e6ea7f27c86c8dab79b72271d43d0fe04
integration/generated-history-only-20260903	history-only	b78c7c219ebf4b1e234ac23c31724f39bd143c4b
integration/lossless-all-remote-branches-20260903	ancestor	95aac01589f15451c8e676c5ce9180391e31c8eb
integration/preserve-open-work-20260903	ancestor	521ba72f89f9a5b08bcad65d4518efce9d1536d4
integration/preserve-pr603-unique-20260903	ancestor	f8e54c42afc3e4e595c1864444dfa2e48848cf42
ops/merge-all-preserve-20260903	history-only	5e39210fcee6976e8f8f638fc4bf5a25bab850c4
qa/extended-matrix-20260902	ancestor	0b9834a3da138a5ff28ead5a266eaf21f5326421
qa/extended-matrix-artifact-triage-20260902	ancestor	7e75a830d61b822dab4e3bdd40484565f7f9d9b0
qa/studio-authenticated-browser-20260902	ancestor	1ee6c3aa310d3bcc7860063f011a7920bb4a4964
qa/studio-browser-fault-injection-20260902	ancestor	c3c3bdaee0f754a5f87d1b08fb7c0d293bdea852
qa/studio-chromium-inapp-20260902	ancestor	cafa03a64b61e12376b9b7062476acbc5e1594ea
qa/studio-cross-browser-matrix-20260902	ancestor	1f01ab32cfee841e53c48e35a612c176b3257199
qa/studio-inapp-full-audit-20260902	ancestor	a20e504860231005b7c4ad7ff807ff0a0c2cc9ed
refactor/host-seams-restore-ratchet	active	bf0519dc56ce40592e8d6b901a61ce16acd22c69
sync/main-to-shaper-20260903	ancestor	65c48a6565317dbb8b2e0b6a6d33831fc84ae9d7
